0.984808	-0.173648	
0.984557	-0.173623	
0.983804	-0.173545	
0.982551	-0.173417	
0.980799	-0.173238	
0.978549	-0.173007	
0.975804	-0.172726	
0.972567	-0.172393	
0.968841	-0.172011	
0.96463	-0.171577	
0.959939	-0.171094	
0.954772	-0.170562	
0.949136	-0.16998	
0.943035	-0.169349	
0.936477	-0.168671	
0.929468	-0.167944	
0.922016	-0.167171	
0.914128	-0.166351	
0.905813	-0.165485	
0.89708	-0.164575	
0.887937	-0.16362	
0.878393	-0.162622	
0.86846	-0.161582	
0.858146	-0.160501	
0.847464	-0.159379	
0.836423	-0.158218	
0.825035	-0.157018	
0.813312	-0.155782	
0.801266	-0.154509	
0.788909	-0.153202	
0.776254	-0.15186	
0.763314	-0.150486	
0.750102	-0.14908	
0.736631	-0.147643	
0.722915	-0.146176	
0.708969	-0.14468	
0.694806	-0.143156	
0.68044	-0.141605	
0.665888	-0.140026	
0.651162	-0.138422	
0.636278	-0.136791	
0.621251	-0.135135	
0.606097	-0.133454	
0.590831	-0.131748	
0.575468	-0.130016	
0.560023	-0.12826	
0.544514	-0.126477	
0.528954	-0.124669	
0.51336	-0.122835	
0.497748	-0.120974	
0.482133	-0.119085	
0.466531	-0.117168	
0.450959	-0.115222	
0.43543	-0.113246	
0.419963	-0.111239	
0.404571	-0.1092	
0.38927	-0.107128	
0.374181	-0.105053	
0.359225	-0.102978	
0.344402	-0.100897	
0.329725	-0.0988098	
0.315208	-0.0967135	
0.300867	-0.0946063	
0.286714	-0.0924864	
0.272763	-0.0903518	
0.259029	-0.0882007	
0.245523	-0.0860313	
0.23226	-0.083842	
0.219252	-0.0816311	
0.206512	-0.0793974	
0.194052	-0.0771394	
0.181885	-0.0748562	
0.170021	-0.0725467	
0.158474	-0.0702103	
0.147254	-0.0678463	
0.136372	-0.0654545	
0.12584	-0.0630345	
0.115667	-0.0605865	
0.105864	-0.0581105	
0.0964409	-0.0556071	
0.0874074	-0.0530767	
0.0787727	-0.05052	
0.0705457	-0.047938	
0.062735	-0.0453316	
0.055349	-0.0427019	
0.0483955	-0.0400502	
0.0418821	-0.0373778	
0.0358159	-0.034686	
0.0302037	-0.0319764	
0.025052	-0.0292505	
0.0203666	-0.0265096	
0.0161531	-0.0237554	
0.0124166	-0.0209893	
0.00916195	-0.0182127	
0.00639328	-0.0154271	
0.00411443	-0.0126337	
0.00232874	-0.00983391	
0.00103911	-0.00702884	
0.000247958	-0.00421959	
-4.27718e-005	-0.00140714	
0.000167653	0.00139777	
0.000875772	0.00413523	
0.00208126	0.00679419	
0.00378394	0.00937311	
0.00598305	0.01187	
0.00867727	0.0142826	
0.0118647	0.0166081	
0.0155427	0.0188436	
0.0197083	0.0209857	
0.0243579	0.0230308	
0.029487	0.0249749	
0.035091	0.0268139	
0.0411644	0.0285436	
0.0477012	0.0301593	
0.054695	0.0316565	
0.0621385	0.0330305	
0.0700242	0.0342765	
0.0783439	0.0353896	
0.0870888	0.0363653	
0.0962498	0.0371988	
0.105817	0.0378855	
0.115781	0.038421	
0.126129	0.0388012	
0.136852	0.039022	
0.147938	0.0390796	
0.159374	0.0389707	
0.171148	0.0386921	
0.183248	0.0382409	
0.195659	0.0376148	
0.208369	0.0368118	
0.221364	0.0358303	
0.234629	0.0346691	
0.24815	0.0333274	
0.261912	0.031805	
0.2759	0.030102	
0.290099	0.0282192	
0.304494	0.0261577	
0.319069	0.023919	
0.333809	0.0215052	
0.348698	0.0189188	
0.363719	0.0161628	
0.378857	0.0132406	
0.394096	0.0101561	
0.409405	0.00691647	
0.42468	0.00356289	
0.440016	9.45129e-005	
0.455399	-0.00348296	
0.470812	-0.00716359	
0.48624	-0.0109413	
0.501669	-0.0148097	
0.517083	-0.0187623	
0.532466	-0.0227927	
0.547805	-0.0268939	
0.563083	-0.0310592	
0.578285	-0.0352816	
0.593398	-0.0395541	
0.608406	-0.0438696	
0.623295	-0.048221	
0.63805	-0.052601	
0.652657	-0.0570025	
0.667103	-0.0614182	
0.681372	-0.0658409	
0.695452	-0.0702634	
0.70933	-0.0746783	
0.722991	-0.0790786	
0.736423	-0.083457	
0.749613	-0.0878063	
0.76255	-0.0921195	
0.775219	-0.0963893	
0.787611	-0.100609	
0.799712	-0.104771	
0.811512	-0.108869	
0.823	-0.112897	
0.834165	-0.116846	
0.844997	-0.120711	
0.855485	-0.124486	
0.865621	-0.128162	
0.875394	-0.131735	
0.884796	-0.135199	
0.893819	-0.138546	
0.902454	-0.141771	
0.910693	-0.144869	
0.918529	-0.147834	
0.925955	-0.150661	
0.932964	-0.153343	
0.939551	-0.155878	
0.945708	-0.158259	
0.951432	-0.160482	
0.956716	-0.162544	
0.961556	-0.164439	
0.965948	-0.166166	
0.969888	-0.16772	
0.973372	-0.169098	
0.976398	-0.170298	
0.978963	-0.171318	
0.981065	-0.172154	
0.982701	-0.172807	
0.983871	-0.173274	
0.984574	-0.173555	
0.984808	-0.173648	
